akkadian,english,confidence,src_len,tgt_len,ratio
a-na a-lá-hi-im <gap> ba-zi-a ù ma-ar-ša-na tim qí-bi-ma um-ma ma-num-ba-lúm-a-šur-ma a-na-kam 1.5 ma-na 5 gín kù.babbar qá-ta-tí-šu ša,"to ali-ahum, baziya and maršana(<gap>) from mannum-balum-aššur: here sukkalliya was booked for 1.5 mina 5 shekels of silver as abu-šalim's guarantor.",17,18,21,1.167
<gap> ma-na kù.babbar a ma-at <gap>,furthermore he should give 0.3333 mina to you and <gap> mina of silver.,17,6,13,2.167
ú-ni-ku-nu-ma ih-da kù.babbar ú ṣí-ba-sú ša-áš-qí-lá,"take care to make him pay the silver and the interest on it!""""",17,6,13,2.167
13.3333 ma-na kù.babbar ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im a-mur-ištar,iddin-abum owes 13.3333 minas of silver to amur-ištar.,17,7,8,1.143
e-li-a-ni sà-ar igi šu-bé-lim dumu šu-ištar igi a-šur-re-ṣí dumu lugal-sú-in igi zu-ku-a dumu a-šur-i-dí,"witnessed by šu-bēlum son of šu-ištar, by aššur-rēṣī son of šar-suen, by zukuwa son of aššur-idī.",17,14,16,1.143
i-na 21 túg ša ša-lim-be-lí ú a-šur-pí-lá-ah na-áš-ú-ni-ku-nu-tí-ni 1 túg ša a-ki-dí-e a-na ištar-lá-ma-sí dí-na,of the 21 textiles that šalim-bēlī and aššur-pilah bring to you give 1 akkadian textile to ištar-lamassī.,17,15,17,1.133
qá-tí-ša ta-zi-iz igi dan-a-šur igi a-mur-dingir igi ma-ṣí-ì-lí igi a-šur-iš-ta-ki-il₅ igi ha-pu-a-šu ša síg.hi.a igi púzur.ištar,"in the presence of dān-aššur, of amur-ili, of maṣi-ilī, of aššuriš-takil. of happuaša, the wool-trader, and of puzur-ištar.""",17,16,18,1.125
0.3333 ma-na kù.babbar ša a-na pá-ni-šu tù-šé-bi₄-lu 10 gín.ta a-na an.na ša-dí-in-ma mì-ma,"the 0.3333 mina of silver you sent him en route, was sold for tin at a rate of 10 : 1 and this is the total of the expenses.",17,13,29,2.231
a-mur-ištar i-dí-in ší-tí túg.hi-ba-tí-kà 6 a-zu na-áš-a-kum ṣú-ba-tù-kà gám-ru-ni-kum 2 gú urudu ší-ku-um ší-im 4 túg.hi.a ša en-um-a-šur i-na li-bi₄ ku-zi-zi-a,"your textiles have been sold for you. 2 talents of šikku-copper, the price of 4 textiles belonging to ennam-aššur, is in kuziziya's possession.",17,21,23,1.095
en-na-sú-in šà.ba 4 túg i-na li-wi-tim 4 túg ni-is-ha-tum 4 túg i ší-mì-im 32 túg,"thereof: 4 textiles used for wrapping, 4 textiles import-tax, 4 textiles by pre-emption. - 32 textiles.",17,15,16,1.067
a-we-lu a-ni <gap> ú iš-tù <gap> nim ta-ma <gap> ma <gap> i-na <gap> im a-ma-ha-aṣ,once or twice <gap> your blood-money <gap> keep in mind what was sworn by the city!,17,15,16,1.067
um-ma ša-lim-ištar-ma a-na a-šùr-na-da ù en-nam-a-šùr a-na en-nam-a-šùr qí-bi-ma 20 ma-na kù.babbar ku-nu-ki-kà da-da-a-a ù lá-dí-a ub-lu-nim šà.ba 50-<gap>,from šalim-ištar to aššur-nādā and ennam-aššur; specifically to ennam-aššur: dādaya and ladiya brought 20 minas of silver under your seal.,17,19,20,1.053
a-wi-lu a-ni-ú-tum li-iš-me-ú am-ma ta-ah-sí-sà-tù-ni ku-nu-ku-a ú ku-nu-ku-kà i-ki-ir ú-ul kà-in ša ni-kà-sí a-na-ku ù,"now, may these men hear it - in fact, contest or confirm that it is our memoranda sealed by me and by you, stating that i and you have settled accounts and cleared the affair.",17,15,35,2.333
ša sá-ra-tim li-mu-um ša qá-tí a-šur-na-da dumu ili₅-bi-na-ni,"month ša-sarrātim, eponymy after aššur-nādā son of ilī-binannī.",17,8,8,1.0
na-ar-ma-ak a-šur ša ke-na-tim li-mu-um ša qá-tí a-mur-a-šur dumu kà-ri-a,"month narmak-aššur-ša-kēnātim, eponymy after that of amur-aššur son of karriya.",17,10,10,1.0
i-ṣé-er a-lá-hi-im ša <gap> i-ri-šum i-šu igi ga-<gap> igi am-ri-a igi a-ta-<gap> iš-tù ha-muš-tim ša,"witnessed by ga<gap>, by amriya, by ata<gap> reckoned from the week of babilum and narām-sīn.",17,15,15,1.0
ša dumu ku-ra i-nu-mì e-kál-lu-šu en-um-a-šur ip-té-ú <gap> ta-at ku-ra e-zi-ib igi ku-ku-wa igi ma-nu-ki-ì-lí-a,"when ennam-aššur opened his main house he left kura's <gap> witnessed by kukuwa, by mannum-kī-iliya.",17,15,15,1.0
ub-lam 3 ma-na kù.babbar ku-zi-zi-a ub-lam 4 ma-na kù.babbar a-du-da ub-lam,"to ikūn-pīya: let him refine the silver and check it with the weight stones of the merchant, let him seal it and give it to you.",17,11,26,2.364
ta-li ub-lá-ku-ni il₅-qé 5 gú síg.hi.a ša ba-ri-ni,"when i returned from mamma you sent me <gap>, and i paid 11 shekels of silver to the servant.",17,8,19,2.375
dumu ṣa-lá-mì-im-ma a-na anše ša ut-ha-ra-am ša-ak-nu ša hi-na-a šu-ut anše e-mu-qá-tám-ma i-tù-ru,"as for the additional textiles that were taken when the import-tax was levied, if they will take them along for 16 shekels of silver apiece, let him pay you that silver.",17,13,31,2.385
a-mì-ša-am i-ta-al-ku-nim a-na-kam ni-ki-iš-tám ša kà-ri-im ša ki-ma a-na nu-a-im mì-ma ší-mì-im ma-ma-an lá i-du-nu 0.3333 ma-na 1 gín kù.babbar ku-nu-ki-ni du₁₀-ṣí-lá-a-šùr na-áš-a-kum,from the week of šukutum and urāya he will add as interest 1 1 / 4 shekel per mina per month.,17,23,21,0.913
gán-lam₅ ú-ku-ša-ni a-na a-lim{ki} ta-e-ra-ma ṭup-pá-am ša dí-in a-lim{ki} le-qé-a-nim-ma ša ki-ma ší-ma-at ša-lim-a-šùr ša a-lim{ki} ra-bi-ṣa-ni-ma ṭup-pu-um ša,get a tablet with a verdict of the city stating that the tablet which was entrusted to iliya is invalid and that the sons of šalim-aššur shall go to the city with the attorney and debate on the basis of their will (made) in the city.,17,19,46,2.421
ma-na-im ú-ṣa-áb igi puzur₄-a-šùr igi a-šùr-i-mì-tí igi šu-a-nim igi a-šùr-be-el-a-wa-tim,"witnessed by puzur-aššur, by aššur-imitti, by šu-anum, by aššur-bēl-awātim.",17,10,9,0.9
<gap> 3 ša-na-tim iš-tù bu-ru-uš-ha-dim lu ta-li-kam ù a-na iš-té-en ù,"but i and those who signed as my father's guarantors come to you time and again, but you refuse to give the silver and its accrued profit.",17,11,27,2.455
ṣé-er na-áb-sú-in i-ta-lá-ak a-ta a-ma-kam ṭé-em-kà lu ṣa-ab-ta-ku-um,"aššur-šamšī answered: ""i will / can not give you the silver, for i have <gap> you <gap> for <gap> "".",17,8,20,2.5
ta-zi-za am-tí <gap> kù.babbar 0.5 ma-na 5 gín kù.babbar a,write a tablet concerning 0.5 mina of silver and 5 sacks of grain (half of it wheat) as jointly owed by his wife and him.,17,10,25,2.5
ša-du-a-sú ša-bu-ú mì-ma a-nim igi pu-šu-ki-in hu-ra-ṣa-nim ù a-bi-a a-dí-na-kum um-ma a-ta-ma,"you said: i too will add 40 minas of silver and send it to abiya and ilī-dan son of šudaya with abiya as transporter."" none of your silver is remaining.",17,12,30,2.5
ṭup-pá-am um-me-a-nu a-bi₄-ni ú-kà-i-lu-ni-ma i-na igi kà-ri-im ṣa-he-er gal iš-ku-nu-šu-ma kà-ru-um a-na ra-bi-ṣí-im ip-qí-du-ni,"come on, let us pay even today as much silver as we are booked for on the tablet, let us seal it in accordance with the verdict of the city and go to the city.",17,14,35,2.5
e-ma-ru a-na ša-lá-tù-ar i-za-bi-lu ú a-na-ku a-dí mu-ṣí-im pá-al-ha-ku-ma a-na qá-qí-dí-a ù na-pá-áš-tí lu-qú-tí-kà a-na bu-ru-uš-ha-dim,with regard to the iron that you promised to the without sending any iron and thereby not calming the man's heart - don't you know that the man is hostile towards the father and will go to catch his father?,17,16,40,2.5
ṣí-lá-{d}im a-dí-in igi ma-nu-ki-a-šur igi ku-zi-zi-a,"witnessed by mannum-kī-aššur, by kuziziya.",17,6,5,0.833
qá-sú i-ša-qal igi puzur₄-a-na igi a-lá-hi-im,"witnessed by puzur-anna, by ali-ahum.",17,6,5,0.833
šu-{d}en.líl i-lá-pá-at igi a-mur-ištar igi en-nam-a-šùr,"witnessed by amur-ištar, by ennam-aššur.",17,6,5,0.833
wa-al-dí-dingir i-dí-in igi ha-pu-a-šu igi ma-nu-ba-lúm-a-šur,"witnessed by happu-aššu, by mannum-balum-aššur.",17,6,5,0.833
li-mu-um bu-zu-ta-a igi ṣí-lu-šu-da-ga-an igi dingir-ma-a-šur,"witnessed by ṣilluš-dagān, by ilīma-aššur.",17,6,5,0.833
áp-ṭù-ur-ma ù i-a-tí iš-tí ṣa-bi-im 5 ú e-li-iš tù-uš-ta-ar-ší-a-ni-ma a-ma um-me-a-ni a-bi-a sí-ki ú-kà-lu-ú a-na é-bé-tí-kà ú-lá,"moreover, my wife gave you 1 mina of silver as the price of tiltitiš and her daughter, but you refused to let tiltitiš be installed in my house and carry out the work load; instead, with an angry face you recount your calumnies.",17,17,43,2.529
le-pu-lá-ku-nu-tí šu-ma 16 gín.ta ba-tí-iq ša ki-ma,send me 1 šulupkian textile with an akkadian -garment and 2 of <gap> that are thin and yellowish.,17,7,18,2.571
ša áš-pu-ra-ku-ni šé-bi₄-lá-ma šu-bé-lam lu-kà-li-im-ma ší-im an,"if you have with you an order of ali-ahum or of <gap> send me a message about it"".""",17,7,18,2.571
a-ša-sà-im iš-tí-šu 1 šu-lu-up-kà-am ù ku-sí-tám ša a-ki-dí-e ù 2 ku-ta-ni ša hu-ba-<gap>-ri qá-at-nu-tim ú er-qú-tim,"as for your textiles that are in zimišhuna, i will sell as many of them as i can and, moreover, as for ištar-pilah, to whom 2 minas of gold have been given, every shekel of silver he carries belongs to the .",17,16,42,2.625
en-na-sú-en₆ dumu šu-a-šùr a-na 3 ša-na-tim,on 3 minas of the silver of kurub-ištar a claim of pilah-ištar and šu-bēlum now rests.,17,6,16,2.667
um-ma a-na-ku-ma ba-a-nim ri-id-a-ni bu-lá-tí kù.babbar-áp,"ennam-aššur answered: ""i submit to the tablet of the city and the attorney of my lord.",17,6,16,2.667
ha-am-ša-tim i-ša-qal i-na 9 gú 17 ma-na,when he was about to leave <gap> and they refused to take it and he has left for kanesh.,17,7,19,2.714
ú-ta-ší-ru-ni ša a-dí bé-tí-kà kù.babbar a-dí-na-ku-ni-ma e-ni-kà áp-té-ú a-ta té-ta-áp-ša-ni-ni dingir-lúm,"also, i gave 5 shekels of silver and 2 sacks of wheat to your wife mula, and your father's maid rages against me and you every day over the girl.",17,11,30,2.727
gú a-na ir-i-bi-im a-dí-in 40 ma-na a-na i-dí-sú-in a-dí-in ší-tí-tum ku-nu-ku-a i-ba-ší-ú,thereof: 1 talent of wool for itūr-ilī;,17,12,7,0.583
ma-na-ah-tí šu-nu-ma i-dí-ú ù ba-lu-um um-me-a-ni-a,"take care and encourage me and show me the eyes of the colony and your own eyes.""",17,6,17,2.833
um-ma šu-ta-mu-zi e-lá-a en-um-a-šùr ù lá-ma-sí-ma a-na en-um-a-šùr ù a-lá-hi-im,"from šu-tammuzī, elaya, ennam-aššur and lamassī to ennam-aššur and ali-ahum: in accordance with your missive we have hired a attorney for you; abiya son of bebe is our attorney.",17,10,29,2.9
0.3333 ma-na kù.babbar tù-kà-a-al táq-bi₄-a-am um-ma a-ta-ma a-li-ik-ma ṭup-pá-am ša,send me a message then i will give both the tablet sealed by aššur-ṭāb and the one of 1.3333 mina of silver with your own seal to your representatives.,17,10,29,2.9
é sà-ba-sí-a qá-du-um ša u₄-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma a-ṣé-er kù.babbar ù,"and in addition to the silver and gold you had left behind we borrowed 1.3333 mina from ṭāb-aššur, son of ṭāb-ilī, at an interest of 7 shekels per mina.",17,10,29,2.9
i-na itu.kam-im ú-ṣa-áb ša-ni-um ṭup-pu-šu kišib dingir-mu-ta-bi₄-il₅ dumu a-mur-ištar,"if he has not paid the silver within his stipulated term, he must add interest in accordance with the rule of the colony per mina per month.",17,9,27,3.0
a-ba-ba ra-bi-ṣú-um ša é ša-lim-a-šur en-um-a-šur ù ṣí-li-a ša ki-ma,"ababa, the attorney of šalim-aššur's firm, ennam-aššur and ṣilliya, ali-ahum's representative, seized us against iddin-aššur and the attorney ababa said to iddin-aššur: you have heard the tablet from the city.",17,10,30,3.0
dumu a-šur-iš-tí-kál a-lá-hu-um i-šu itu.1.kam ša sà-ra-tim li-mu-um ša,"if he has not paid 0.3333 mina of silver when his term is up, he will add interest at the rate 0.5 shekel per 0.3333 mina per month.",17,9,28,3.111
itu.kam be-el-tí-é.gal-lim li-mu-um ša qá-té šu-hu-bu-ur 8 ma-na,"seal of šu-ištar, son of ennam-aššur, seal of ikūn-mīšar, son of ilī-dān, that ikūn-mīšar, son of ilī-dān, owes 8 shekels of refined silver to elamma.",17,8,25,3.125
a-bi šu-ut i-lá-ak-ma iš-tù a-lim{ki} an.na,"but you said: 'your sister needed the silver, so i gave it to her on the basis of your tablet'.",17,6,20,3.333
ša-lim-a-šur ù-pá-ha-ar ù na-áš-pé-er-tám ša um-me-a-ni ša-lim-a-šur iš-tù itu.kam,"i have received the 40 talents of good copper about which you reached an agreement with šalim-aššur's investors, in accordance with their missive dated mont, eponymy aššur-malik son of ali-ahum.",17,9,30,3.333
ta-áš-pu-ri-ni um-ma a-tí-ma mì-šu-um ma-ma-an lá i-ṭa-ra-dam,"i talked to him several times, but every time he bursts out, saying: 'several letters of mine went to her, but she refused to come here!",17,7,26,3.714
a-lá-hu-um-ma a-hu-kà-ma ba-a-nim ma-lá a-bi₄ kù.babbar,"do not obstruct me."" ennam-aššur answered the attorney ababa: ""i submit to the tablet of the city and the attorney of my lord.",17,6,23,3.833
ù a-šar ba-áb-tum ša a-bi-kà i-ba-ší-ú kà-li-ma-ni,"i have not rejected you with respect to going!"" ali-ahum answered the attorney ababa, saying: ""i submit to the tablet of the city and the attorney of my lord.",17,7,29,4.143
qá-tí-a dí-na-am um-ma a-ta-ma a-dí túg.hi.a ta-ša-lá-ha-ni,"i went to where the textiles were, in the villages, and i got the textiles out and with great effort i brought the textiles into wahšušana to your representatives.",17,7,29,4.143
uš-ta-mi-er iš-tí-kà iš-tí lu-qú-tí-kà pá-ni-e-ma a-<gap>-re-a-am,"but with your next lot of merchandise i will <gap>""""",16,6,10,1.667
qí-bi₄-ma a-dí-i kù.babbar ša e-lá-lí-ni-ú-ma-an ù dam a-hi-kà i-na e-ra-áb a-wi-il₅-tim <gap>-bi₄-a,"say to āl-ṭab: ""as for the silver of elal / niuman and your brother's wife, when the lady arrives <gap>"".""",16,12,20,1.667
kù.babbar ta-áš-ta-na-pá-ra-ni um-ma a-ta-ma kù.babbar šé-bi-lam i-nu-mì ta-ta-al-ku 15 gín kù.babbar té-zi-ba-ma a-dí kur-ub-ištar iš-tù,"you say: “send me silver!” when you went away you left me 15 shekels of silver, and that was spent before kurub-ištar returned from tawiniya.",16,15,25,1.667
mì-ma ša ta-ša-pá-ra-ni le-pu-uš a-ma-kam a-na a-wi-tí-a i-zi-iz-ma lu ga-am-lá-ku ṭup-pá-am a-na dub.sar ša šu-bi₄-ri-a-ta-am i-ša-me-ú dí-ma li-iš-ta-sí,"over there, stand up for my case and let me enjoy (your) favor!' the tablet you must give to a scribe who understands šubarian so that he can read it.""""",16,18,30,1.667
dumu bu-da-tim igi lá-qé-ep dumu <gap>-ša-ša lá-ma kù.babbar mì-ma wa ší-im a-ší-im a-nim am-hu-ru 10 ma-na kù.babbar ṣa-ru-pá-am ni-is-ha-sú diri ša-du-a-sú ša-bu a-šu-mì {d}a-šur-du₁₀,"before i received the silver, the proceeds from this iron, i sent 10 minas of refined silver - its import duty added, its transport tariff paid for - in the name of aššur-ṭāb to the city for purchases with enna-suen.",16,24,40,1.667
um-ma a-šùr-ša-dí-li-ma a-na ku-li-a ù a-šur-la-ma-sí a-na ku-li-a qí-bi-ma a-šu-mì a-wa-tim ša é sà-ba-sí-a a-wu-tum ša ma-ah-ri-kà lá iz-ku-ú lu-qú-ut-kà ša i-na a-pí-im té-zi-bu-ma,"thus says aššur-šad-ilī to kuliya and aššur-lamassī and in particular to kuliya: because of the affair of sabasiya's house, the case that was not settled in your presence, latarāk has seized your merchandise that you had left behind in apum.",16,24,40,1.667
it-ba-al 4 anše ṣa-lá-mu 1 ma-na 15 gín kù.babbar it-bu-lu 0.5 ma-na kù.babbar bé-ú-lá-at a-šùr-lá-ma-sí dumu en-um-a-a 2 gín lu-bu-šu 10 gín kù.babbar ú-nu-ut,when at the accounting there was a surplus of 15 shekels of silver we paid 2 shekels of silver for food for the donkeys (and) for 11 shekels of silver we bought for you (an additional) 2.5 minas of tin.,16,24,40,1.667
sí-ki-tim kišib ku-ra-áš-mì-iš dumu gal-na-pá-hi-im kišib bu-li-na dumu ra-bi₄-ša-qí-im kišib šé-zu-ur dumu kà-zu-ba kišib a-šu-wa-an dumu ha-ar-ša kišib a-zu dumu kà-zu kišib ú-ra-a kišib {d}mar.tu-ba-ni me-er-ú ma-na-na kišib zu-ba dumu ištar-pá-li-il₅ kišib a-de₈-lá-at dumu {d}im-ba-ni,"seal of kurašmiš son of the chief of smiths, seal of bulina son of the chief cupbearer, seal of šezur son of kazuba, seal of ašuwan son of harša, seal of azu son of kazu, seal of uraya and the seal of amurrum-bāni, sons of manana, seal of zuba son of ištar-pālil, seal of adad-ellat son of adad-bāni.",16,35,58,1.657
kišib a-šùr-du₁₀ dumu a-hu-wa-qar kišib šu-a-nim dumu a-ki-a-nim kišib a-šur-du-gul dumu im-da-hi kišib a-šur-du₁₀ dumu i-dí-ba-ni 12 gín kù.babbar i-ṣé-er a-šùr-du₁₀ dumu i-dí-ba-ni en-na-sú-in i-šu itu.kam na-ar-ma-ak-a-šur li-mu-um e-lá-li,"seal of aššur-ṭāb, son of ahu-waqar, seal of šu-anim, son of akiānum, seal of aššur-dugul, son of imdī-ahī, seal of aššur-ṭāb, son of idi-bāni, ennam-suen has a claim of 12 shekels of silver on aššur-ṭāb, son of idi-āni; month ii / iii, eponymy of elalī, son of ikūnum.",16,29,48,1.655
10 gín.ta ú-ba-al 4 gú an.na ú-tù-ra-e-šu ù li-wi-sú li-we-tum lu túg ku-ta-nu lu ša-ak-ṣú ù a ší-ti kù.babbar ku-ta-ni ša-a-ma iš-tí a-li-ki-im pá-né-e-ma ab-kam-ma a-na na-ab-ri-tim li-ik-šu-dam-ma,"buy 4 talents of tin, its surplus and its wrapping - the wrapping should be either -textiles or different(?) ones - and for the rest of the silver and dispatch it with the very first transport so it reaches me for inspection and thus encourage your merchant.",16,28,47,1.679
11 ma-na kù.babbar ša qá-ta-at a-al-du₁₀ a-šur-{d}utu ú en-na-su-en il₅-ta-áp-tù šu-ma kù.babbar i-na ṣé-er a-šur-{d}utu ú en-na-sú-in i-ta-al-qé é-bi-tám ša a-lim{ki} ša a-al-du₁₀ e-ru-ba-at kù.babbar igi,"as for the 11 minas of silver for which aššur-šamšī and ennam-suen had themselves registered as guarantors of āl-ṭāb, should the silver be collected at the expense of aššur-šamšī, and ennam-suen, then āl-ṭāb's house in the city is a pledge for the silver.",16,26,43,1.654
dumu da-da-nim ub-lu-ni-kum a-šu-mì kù.babbar ša é a.ba ša na-ru-uq a-la-hi-im ša ta-áš-pu-ra-ni qá-at-kà ù qá-sú ša a-la-hi-im a-šur-du₁₀ il₅-qé ší-ma-am iš-a-ma,"as for the silver of the paternal house that is (in) the joint-stock capital of ali-ahum, about which you wrote - aššur-ṭāb took your and ali-ahum's part (and) he made purchases (with it) and shipped them off.",16,22,37,1.682
kà-ru-um dí-nam i-dí-in-ma ša 2.5 gú 7 ma-na kù.babbar 1 ma-na kù.gi ù 4 túg ku-ta-ni lá-qé-e kù.babbar-pì-im ša i-dí-a-bi₄-im iš-ra-tim ša,"the colony has passed a verdict, stating that of the 2.5 talents 7 minas of silver, 1 mina of gold and 4 -textiles the recipient of iddin-abum's silver will deduct the tithe of the king (from) šalim-aššur.",16,22,37,1.682
i-tur₄-dingir tal-qé é kà-ri-im a-na ta-ú-ri-kà i-zi-zu-ma ni-im-hu-ur-šu-nu-ma 18 gín kù.babbar ša-du-a-at-kà ni-dí 8 gín.ta 13.5 gín kù.gi ší-im kù.ki 1.5 ma-na 6.5 gín kù.gi-ṣí ù ší-tí kù.gi-ṣí-kà 0.6666 ma-na 5.5 gín kù.gi pá-ša-lum iš-tí a-šur-ra-bi i-ba-ší a-na-kam šu-ul-mu-um i-ba-ší,"when the colonial office took steps to make you come back, we appealed to them and deposited 18 shekels of silver, the šaddu'tu-tax you owe. 13.5 shekels of gold at a rate of 8 shekels to 1 (yields) as price of the gold 1 mina 36.5 shekels (of silver), it is my gold and the rest of your gold, 45.5 shekels of ld, is with aššur-rabi.",16,40,66,1.65
a-na a-dí-da a-lá-hi-im ú a-ba-a a-na a-ba-a qí-bi-ma um-ma sig₅-pì-a-šur-ma <gap> ta-áš-pu-ra-am um-ma a-ta-ma 8 gín.ta an.na-kà ta-dí-in 1,"to adida, ali-ahum and abaya; specifically to abaya from damiq-pī-aššur: you wrote as follows: your tin was sold at the rate 1:8. 1 abarnian textile was sold for 0.5 mina 0.3333 shekel.",16,19,32,1.684
ša šu-{d}en.líl dumu ma-num-ki-a-šur um-ma šu-ut-ma 1 ma-na kù.babbar a-lá-qé-ma a-ha-ma en-um-a-šur a-hu-šu 1 ma-na kù.babbar a-na a-bi₄-a ha-bu-ul,"also, as for your favours to šu-illil son of mannum-kī-aššur he said: ""i shall take 1 mina of silver, and furthermore his brother ennam-aššur owes 1 mina of silver to my father.",16,19,32,1.684
a-na ku-li-a a-šur-lá-ma-sí ù a-šur-lá-ma-sí-ma qí-bi-ma um-ma a-šur-e-mu-qí a-na a-šur-lá-ma-sí dumu púzur-ì-lí-qí-bi₄-ma 3 gín kù.babbar iš-tù li-mì-im a-šur-ma-lik dumu,"to kuliya, assur-lamassi and assur-lamassi, thus says assur-emuqi, to assur-lamassi, son of puzur-ili in particular: ""you have 3 shekels of silver, given by me, since the eponymy of assur-malik, son of su-hanis.",16,19,32,1.684
um-ma a-lá-hi-im-ma a-šur-re-ṣí en-um-a-šur ù da-dí-a a-na e-lá-ma qí-bi-ma a ma-lá té-er-tí-kà 30 ma-na kù.babbar é tám-kà-ri-im,"thus ali-ahum, aššur-rēṣī, ennam-aššur and dadiya, say to elamma: in accordance with your instruction we borrowed for you at interest 30 minas of silver at a merchant's office.",16,17,28,1.647
ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma šu-ut-ma a-na šu-be-lim ù en-na-sú-in-ma kù.babbar 1 gú ù 2 gú a-na hu-bu-ul a-bi₄-ku-nu,šalim-aššur seized us and said to šu-bēlum and enna-suen: i have paid some 1 or 2 talents of silver for your father's debt out of my joint-stock capital.,16,17,28,1.647
mì-šu sí-ki tù-kà-lá kù.babbar 1 gín ša dam.gàr ù ú-nu-tí i-ta-la-ak um-ma en-nu-a-šur ù la-qé-ep ma-aṣ-a-ni,"every single shekel of silver of the merchant's has gone as well as my goods."" ennam-aššur and lā-qēp answered: ""we hold you back on our own responsibility.",16,16,27,1.688
šu-bé-lúm dumu i-dí-a-bi-im a-na puzur₄.ištar iṣ-ba-at-ni-a-tí-ma um-ma šu-bé-lúm-ma a-na puzur₄.ištar-ma 16 ma-na kù.babbar ù ṣí-ba-sú a-na,"šu-bēlum son of iddin-abum seized us in his case against puzur-ištar, and šu-bēlum said to puzur-ištar: you owe 16 minas of silver plus interest to my father.",16,16,27,1.688
um-ma a-šur-utu-ši-ma a-na en-nam-a-šur qí-bi-ma a-na ma-lá ú ší-ni-šu áš-pu-ra-kum um-ma a-na-ku-ma ṭup-pá-am ša a-šur-re-ṣí šé-bi-lá-am,"from aššur-šamšī to ennam-aššur: once or twice i wrote to you, saying: send me aššur-rēṣī's tablet."" but as for you - you do not send me word.",16,16,27,1.688
i-na 40 gú urudu sig₅ ša i-dí-a-šur ú-mì-a-ni e-pu-lu šà.ba 6.6666 ma-na kù.babbar ṣa-ru-pá-am a-lá-hu-um iš-qú-ul-ma ki-ma šu-ku-bi-im a-hi-šu kù.babbar ì-lí-a il₅-qé,"of the 40 talents of good copper about which iddin-aššur reached an agreement with the investors, of that ali-ahum paid 6.6666 minas of refined silver, and iliya received the silver on behalf of šu-kūbum, his brother.",16,22,36,1.636
ù me-er-e ha-na-na ú-lá i-tù-ar e-10+5 gín ša na-ki-le-ed ú kà-nu šu-ma wa-at-ra-am kù.babbar ha-na-na iš-tí na-ki-le-ed i-le-e i li-bi₄-ša kà-áp-sí-a tí-šu,"if, apart from the 15 shekels, which nakile'ed has to confirm, hanana proves to have an additional claim in silver on nakile'ed, kapsiya will have a claim on her (hudida) for the (figurines of the) gods.",16,22,36,1.636
ki a-li-ki-im pá-nim-ma ṭur₄-da-nim a-šu-mì ṭup-pé-a ša a-na i-na-a dumu e-lá-lí en-na-sú-en₆ dumu šu-ištar ù a-šur-ma-lik dumu qá-a-tim kù.babbar a-hi-ib-lu kù.babbar ú-šé-bi-lá-šu-nu-tí,"as for my tablets recording that i became indebted for silver to innāya, son of elālī, to ennam-suen, son of šu-ištar and to aššur-mālik, son of qa'ātum, i have sent them the silver, they are satisfied.",16,22,36,1.636
2 gín kù.babbar iš-tí i-tur₄-dingir dumu puzur₄-a-na 2 ší-ni-šu ší-né-en ša wa-ah-šu-ša-na sig₅ iš-tù wa-ah-šu-ša-na ú-šé-ba-lam šu-ma lá ú-šé-bi₄-lam 6 gín kù.babbar,2 shekels of silver owed by itūr-ilī son of puzur-anna; from wahšušana he must send two pairs of good shoes from wahšušana; if he has not sent it he is to pay 6 shekels of silver.,16,22,36,1.636
da-me-e i-lá-ak šu-ma a-hi a-ta a-ṣé-er kù.babbar-pí-a kù.babbar 5 gín ni-iq-a-am ša-ar-ší-a-ni-ma a-hi a-ta e-né-kà i-na gán-lim me-at bi-re-e a-ta-mar ni-iq-a-am ša-ar-ší-ma-e,"if you are truly my brother, provide me with some 5 shekels of silver as sacrifice in addition to my silver, and my dear brother, i shall contantly see your eyes from a hundred miles away.",16,22,36,1.636
kù.babbar a-nim a-šur-gal ù <gap>-e-tim lu-šé-tí-qú-nim šu-ma i-ku-pì-a-šur a-mì-ša-am i-lá-kam šu-ut ù a-šur-gal lu-šé-tí-qú-nim ù ší-tí túg.hi.a-kà a-na dan-a-šur e-zi-ib-šu-nu,"if it is not fitting for donkeys to go, <gap> spend 10 shekels <gap> and to ikūn-pī-aššur <gap> before you to <gap> before him <gap> where they will save <gap> decide about my goods.",16,20,34,1.7
úz-ni pé-té-e 1 ma-na kù.babbar ha-tù-ma ša ma-ṣa-ra-tim ha-bu-lu ṭup-pu-šu ha-ar-ma-am ù-kà-al u₄-mu-šu ma-al-ú i-ma-ṭá a-na a-šùr-ma-lik dumu i-na-a qá-ta-tum,"as to the 1 mina of silver that hattu owes for the guards, i hold his certified tablet; his terms are overdue. <gap> i have been booked as guarantor for aššur-malik son of innaya.",16,20,34,1.7
<gap> ù <gap> 4 <gap> ša té-zi-bu <gap> ku-nu-ku-šu-nu <gap> ù ša ka-sà-tim ša du₁₀-ṣí-lá-a-šùr ù 1,"<gap> 4 <gap> which you left behind <gap> their seals <gap> and those of the cups of ṭāb-ṣilli-aššur and one <gap> abī-wedu(m), son of <gap> is leading to you.",16,17,29,1.706
