akkadian,english
ṣú-ha-ru-um lá i-sà-hu-ur ṭù-ur-da-ni ša 1 gín kù.babbar,buy shoes for 1 shekel of silver and some shoes for women and send them.
ší-ni-in ú šé-na-tim ša sí-ni-iš-tim ša-ma-ma šé-bi₄-lá-nim,"urgent, as for the textiles, sell them as well as you can."
ša-lim-a-šùr iṣ-ba-at-ni-a-tí-ma um-ma šu-ut-ma a-na šu-be-lim ù en-na-sú-in-ma kù.babbar 1 gú ù 2 gú a-na hu-bu-ul a-bi₄-ku-nu,šalim-aššur seized us and said to šu-bēlum and enna-suen: i have paid some 1 or 2 talents of silver for your father's debt out of my joint-stock capital.
a-lim{ki} i-ba-ší-ú šu-ma-ba i li-bi₄ a-bi₄-ni ta-áb-tù-ra-am ša-al-ma-am i-na a-lim{ki} lá-qá-am lá ta-mu-a um-ma ša-lim-a-šùr-ma a-na šu-be-lim-ma kù.babbar ša eq-lim a-na-ku pá-hu-ra-am qá-bi₄-a-ku mì-šu-um,"if indeed you can establish anything as owed by our father, will you refuse to take it complete in the city?"" šalim-aššur answered šu-bēlum: ""i have personally promised to collect the silver that is in anatolia."
a-šùr ni-dí-in igi a-ku-za igi lá-li igi šu-ku-bi₄-im,"witnessed by akuza, by lalum, by šu-kūbum, by aššur-imittī, by itūr-ilī."
4 ku-ta-ni ša qá-tim 3 túg tí-sà-bi ša na-ah-ri-a 5 túg ni-ib-ra-ru ša za-al-pá 3 ma-na an.na 1 pí-ri-kà-nu-um ša kà-ni-iš mì-ma a-nim tám-kà-ru-um a-na šu-ištar <gap> ú <gap>,"4 of ordinary quality, 3textiles from nahria, 5 -textiles from zalpa, 3 minas of tin, 1 from kanesh - all this the merchant gave to šu-ištar. <gap> witnessed by kura, by aššur-šamšī."
igi ku-ra igi a-šur-{d}utu-ši a-ha-ma 2 ší-it-ru 4.5 túg wa-dí-ú-tum ša a-na-na a-na šu-ištar a-na ší-a-ma-tim ta-dí-in igi a-wi-li a-ni-ú-tim,"further, 2 undergarments, 4.5 -textiles belonging to anna-anna were given to šu-ištar for purchases.witnessed by these men."
kà-ru-um ha-hu-um dí-nam i-dí-in-ma šu-ma šu-be-lúm ù en-na-sú-in me-er-ú i-dí-a-bi₄-im <gap> a-na kà-ri-im kà-ni-iš{ki} lá i-li-ku-ma iš-tí šál-ma-a-šùr lá i-na-me-ru-ú-ma a-li i-ma-gu₅-ru-ni lá e-ta-wu-ú lu-qú-tám a-na šál-ma-a-šùr ú-šu-ru-ú,"the hahhum colony has passed a verdict: if šu-bēlum and enna-suen, iddin-abum's sons, do not go to the kanesh colony and do not meet with šalim-aššur and do not discuss in order to come to an agreement, then they must release the goods to šalim-aššur."
0.8333 ma-na a-na kà-tù-ú,i paid 0.8333 mina to katu.
áš-qúl 0.3333 ma-na 5 gín a-na eb-lá-i-im,i paid 0.3333 mina 5 shekels to the man from ebla.
áš-qúl mì-ma a-nim a-šu-mì a-mur-{d}utu áš-qúl,i paid all this in the name of amur-šamaš.
a-ha-ma 1 ma-na kù.babbar i-ší-im sú-ub-ri-im pá-tim ki-ma i-a-tí i-tur₄-dingir il₅-qé,"further, itūr-ilī took on my behalf 1 mina of silver from the price of the first slave."
mì-ma a-nim a-šu-mì šu-ištar ú-ša-qí-il₅,all this i paid for the sake of šu-ištar.
ù na-bi-zu al-pu-ut-ku-nu a-hi a-ta šu-ma a-ha-tí-a i-na a-lim{ki} ap-lam tal-qé-a-am tí-ir-ta-kà za-ku-tum iš-tí a-zu-ú wa-bi-il₅ ṭup-pí-im li-li-kam-ma li-bi,"my dear brother, if my sister has acquired an heir in the city, then let an exhaustive report come here with azu, the one who brings (this) letter, so i shall be happy."
dan-a-šùr sí-ki e-na-sú-in dumu i-dí-a-bi₄-im ú-kà-al-ma a-na ha-nu dumu i-tur₄-dingir a-na qá-ta-tim,dan-aššur detains enna-suen son of iddin-abum and he gave him to hanu son of itūr-ilī as guarantor.
i-dí-šu um-ma dan-a-šùr-ma a-wi-lam tù-ta-ra-am,dan-aššur said: you will return the man.
šu-ma ṭup-pá-am ša ša-ba-e tí-šu bi-lam-ma ṭup-pá-am du-uk a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-ìš i-dí-ni-a-tí-ma ší-bu-tí-ni igi gír ša a-šùr ni-dí-in igi na-zi igi puzur₄-a-na igi ah-ša-lim,"but if you have a quittance, then bring it and invalidate the tablet."" the kanesh colony gave us for these proceedings and we gave our testimony before aššur's dagger.witnessed by nazi, by puzur-anna, by ah-šalim."""
li-bé-e da-da-a i-na kà-ni-iš i-ša-qal igi,"witnessed by adad-bāni, by our own amur-ištar."
{d}im-ba-ni igi a-mur-ištar ni-a-im kù.ki a-ma-kam li-iš-qú-lá-ku-ma a-dí a-lá-kà-ni,have him pay the gold there to you and let it remain there until i come.
li-ib-ší šu-ma i tí-ki-ir-kà a-na da-ni-tim pí-kà dí-šu-um,"if he contests it with you, then give him a harsh talking-to."
a-na ku-ku-a en-na-sú-in ù ú-ṣú-ur-ša-a-šur qí-bí-ma um-ma šu-ištar-ma a-ma-kam a-am-tám sà-ni-qá-ma i-na ú-zi-ni-im e té-pu-uš-ma nu-a-am e,"say to kukua, ennam-suen and uṣur-ša-aššur, thus šu-ištar: keep the maid there under conrol and let her not operate in uzinum and not affect the native anatolian."
ta-al-pu-ut a-ni-ša-am ta-áš-pu-ra-am um-ma ší-it-ma šu-up-ra-ma ší-me-a ma-ma-an,she wrote me here as follows: 'send (somebody) to collect the price due to me'.
li-il₅-qé a-hu-a-tù-nu a-ma-kam am-tám sà-ni-qá-ma ú sí-li-a-ší-ma um-ma a-tù-nu-ma a-na ṣé-er be-li-ki-i i-ra-de₈-ú-ki,"may dear colleagues, keep the maid there under control and cheat her by telling her: 'one will conduct you to your lord."
lu sà-he-er-tí-ki lu kù.babbar 1 gín tí-šu-i pá-hi-ri-ma ki a-li-ki-im pá-ni-ma a-na ṣé-er be-li-ki-i ta-li-ki a-na-ma tù-pá-hu-ru-ni ṣú-ba-sà-a ù ša qá-qí-dí-ša-a eṭ-ra-ma a-na ta-al-ha-tí-i-im dí-na-ší,collect your small goods and any silver you have and then you will go to your lord with the first caravan!' and as soon as she is gathering her belongings deprive her of her garment and her head-dress and sell her to somebody from talhat.
a-na dumu a-šùr ù dumu kà-né-eš,do not sell her to an assyrian or to a citizen of kanesh.
lá ta-dá-ší ha-li-qá-áš ù ma-at kà-né-eš lá i-na-mar,"get rid of her and she shall never (again) be seen in the land of kanesh!"""""
a-ta tí-ir-ta-kà-ma lá i-lá-kam ma-lá-ma kù.babbar 10 gín ba-áš-tám ú-lá ar-ta-áš-a-kum ù gi₅-mì-lá-kà,"have i not acquired dignity for you worth just 10 shekels of silver, and have i not been able to return your favours?"
gi₅-im-mì-lá-kà ta-ú-ra-am <gap> ki-ma ṭup-pí <gap> a-nim ta-ša-me-ú ṭup-pá-am <gap> ša ṣú-ha-ri-im,"when you hear this letter <gap>, the tablet <gap> of the servant give it to lalūm's son so he may bring it."
um-ma i-ku-pì-a-ma a-na en-um-a-šur la-qé-pì-im i-dí-a-bi₄-im ù {d}im-pí-lá-ah qí-bi₄-ma 10 ma-na,"from ikūn-pīya to ennam-aššur, lā-qēpum, iddin-abum and adad-pilah: ennam aššur has brought you 10 minas of refined silver."
kù.babbar ṣa-ru-pá-am en-um-a-šur ub-la-ku-nu-tí ša,buy good tin for 2 minas of silver and seal that seperately.
ša-ma-nim-ma a-ha-ma ku-un-kà-ni-šu ša,to ennam-aššur: you owe 40 minas of good tin.
ší-tí kù.babbar ší-ma-am ša ba-lá-ṭí-a ša-ma-nim a-na,"my dear brother, send me the tin with the first transport as a favour to me."
en-um-a-šur qí-bi₄-ma 40 ma-na an.na,"my dear brothers, take care that my servant is not delayed."
sig₅ i li-bi₄-kà a-hi a-ta an.na dá-mì-iq-ma iš-tí a-li-ki-im pá-ni-e-ma šé-bi₄-la-nim a-hu-a a-tù-nu,susaya son of šukkutum owes me 0.3333 mina 3 shekels of refined silver; from the month ša-kēnātim he is to pay in 30 days; eponymy buzutaya.
ih-da-ma ṣú-ha-ri,it draws interest from him.
lá i-sà-hu-ur 0.3333 ma-na 3 gín,i hold the tablet with my witnesses from the gate of the god.
kù.babbar ṣa-ru-pá-am sú-sà-a dumu,make him pay the silver and its interest.
šu-ki-tim ha-bu-lam itu.kam ša ke-na-tim a-30 u₄-me i-ša-qal li-mu-um bu-zu-ta-a,"if there is any silver and its interest then let him give it to you, even though he may raise objections to you."
a-na ṣí-ib-tim i-lá-ak-šu-um ṭup-pá-am ša ší-bi₄-a ša ba-áb dingir ú-kà-al kù.babbar ú,"if he (pretends that he) has not become indebted to me, then open my tablets and send me the memoranda written in the name of erišum."
ṣí-ba-sú ša-áš-qí-lá-šu šu-ma mì-ma kù.babbar ù ṣí-ba-sú li-dí-na-ku-nu-tí-ma,place the tablet of ikūn-pī-ištar among my tablets and after that you four must seal.
da-na-sú li-iq-bi₄-a-ku-nu-tí šu-ma lá i-ta-ah-ba-lam ṭup-pè-a pè-té-a-ma ta-ah-sí-sà-tim ša šu-mì i-ri-ší-im lá-áp-tù šé,"ask ennam-aššur about a tablet concerning 2.5 minas of silver where the creditor's name has been declared, and send it to me."
5 gín kù.babbar i-ṣé-er en-um-a-šur lu-zi-i,ennam-aššur owes 5 shekels of silver to luzi.
i-šu 1 túg ku-ta-na-am a-na ša-na-at iš-tù a-lim{ki} ša 5 gín kù.babbar,he will bring one -textile worth 5 shekels of silver up here from the city within one year.
ú-šé-lá-am šu-ma a-dí ša-na-at ku-ta-na-am iš-tù a-lim{ki} ú-lá uš-té-li-am 10 gín kù.babbar a-na-kam,"if he has not brought a up here from the city in one year, he must pay 10 shekels of silver here."
i-ša-qal itu.kam té-i-na-tim li-mu-um e-lá-lí sà-an-gu₅-um,"month tē'inātum, eponymy elāli, the high priest."
igi a-ta-ta igi lá-qé-ep,"witnessed by atata, by lā-qēp."
2 me-at 7 ma-na urudu ší-kam ša i-ṣé-er i-tur₄-dingir ù e-lá-li dumu me-er-e puzur₄-a-na šál-ma-a-šur i-šu-ú urudu ki-ma šál-ma-a-šur en-um-a-šur me-ra-šu,207 minas of šikku-copper that itūr-ili and elāli sons of puzur-anna owe to šalim-aššur — on behalf of šalim-aššur his son ennam-aššur has received the copper.
il₅-qé ṭup-pu-um ša 2 me-at 7 ma-na urudu ša,any tablet concerning 207 minas of copper which may turn up is invalid.
e-li-a-ni sà-ar igi šu-bé-lim dumu šu-ištar igi a-šur-re-ṣí dumu lugal-sú-in igi zu-ku-a dumu a-šur-i-dí,"witnessed by šu-bēlum son of šu-ištar, by aššur-rēṣī son of šar-suen, by zukuwa son of aššur-idī."
a-na ša-lim-a-šur qí-bi-ma um-ma en-nam-a-šur-ma ša ki-ma ku-a-tí a-na é-tí-kà e-ru-bu-ma ṭup-pí-kà ip-té-ú-ma ṭup-pá-am ša hu-bu-ul ú-ṣú-ur-ša-a-šur ù a-šùr-du₁₀ ú-šé-li-ú-ma a-na a-bu-a ni-ip-qí-du a-ma me-he-er-šu puzur₄-tí-a-am-tim,"to šalim-aššur from ennam-aššur: your representatives entered your house, opened for your tablets and took out the tablet concerning the debt of uṣur-ša-aššur and aššur-ṭāb and we entrusted it to abuwa."
a-šur-i-mì-tí dumu a-ta-a-a ú-ṣú-ur-ša-a-šur <gap> a-bu-a ú ší <gap>-ir a-šùr-du₁₀ dumu sá-da-a <gap>-ha-am áš-ta-na-pá-ar-ma a-lá-kam ú-lá i-mu-a a-dí a-e-im u₄-mì-im tí-dí-a-tù-šu <gap>,"now, (listen to) its copy: puzur-ti'amtum, aššur-imittī son of ataya and uṣur-ša-aššur <gap>abuwa <gap> i keep writing aššur-ṭāb son of sadaya <gap> but he will not come."
ù a-na qá-ba-im igi ša ki-ma ku-a-tí ú-lá iš-hu-ut mì-nam,for how long <gap> and he was not afraid to speak before your representatives.
ma-da-tim lu-lá-pí-ta-kum iš-tù ma-ar-ṣa-am li-bi-im ú a-ší-ra-am ú-lá ni-ir-ta-ší a-bi a-ta tí-ir-ta-kà,"why should i write at length to you, that we are unhappy and have no one to care for us?"
za-ku-tum a-ṣé-er ša ki-ma ku-a-tí ù a-ṣé-ri-a šu-up-ra-am a,"my dear father, send a final report to your representatives and to me."
da-ak-ni-bi₄-im igi en-na-sú-in igi i-dí-a-šur dumu ku-zi-la-nim e-<gap>,"witnessed by taqin-abum, by enna-suen, by iddin-aššur son of kuzilānum."
i-ší-qí-il₅ 10 ma-na-um áb-num ša ú-ša-qí-lu 0.3333 ma-na,the 10 mina weighing stone by which he weighed was 0.3333 mina too large.
a-na ša ki-ma i-a-tí šu-qú-ul lu gi₅-mì-lu-um i-a-tí ki-ma ag-mì-lu-kà-ni-ma ha-ra-nam a-dí-na-ku-um,may it be a favour for me since i have done you a favour and i have arranged a caravan for you.
kù.babbar ṣa-ru-pá-am a-na ištar-lá-ma-sí ù ma-nu-ki-e-lí-a a-na ṣí-ib-tim i-dí-in,here kukuwa paid 2 minas 4 shekels of silver and entrusted it to šu-ištar under his seal.
a-na-kam 2 ma-na 4 gín kù.babbar ku-ku-a iš-qú-ul-ma ku-nu-ki-šu a-na šu-ištar ip-qí-id a-na kà-ni-iš ni-lá-ak-ma ṭup-pá-am ša ku-nu-ki-šu,"we shall go to kanesh and he will see the tablet with his seal, they will pay the silver and its interest to the representatives of the merchant, and we shall release their tablet."
i-ma-ar-ma kù.babbar ù ṣí-ba-sú a-na,the silver will then travel overland in their name.
šu-ištar ip-qí-id um-ma šu-ut-ma ša-áp-ra-tí-a ú-qá-ma a-na kà-ni-iš a-na,"ababa, šalim-wardī, and šēp-ištar lead 15 talents of wool, 7 black donkeys and 7 to you."
ṣé-er ša ki-ma ku-a-tí li-li-kam,have šalim-wardī credit your goods to you there.
ša-áp-ra-tí-šu ù ṭup-pì-šu lu-šé-ru-ú 15 gú,the winter has become bad and until today they are delayed.
a-na puzur₄-a-šur qí-bi-ma um-ma a-ni-i-a-ni-ma <gap> ma-na 13 gín ni-ga-li du₁₀-ṣí-lá-a-šur,to puzur-aššur from ani-ani: ṭāb-ṣill-aššur gave me <gap> mina 13 shekels of sickels.
du₁₀-ṣí-lá-a-šur na-áš-a-ku-um šu-ma be-li a-ta iš-tí a-li-ki-im pá-ni-i-ma sà-he-er-tám šé-bi-lam,"if you are indeed my lord, send me small goods with the first transport."
<gap> mì-ma a-nim a-šu-ú-ma-an ù ki-kà-ar-ša-an,<gap> ašu-uman and kikaršan lead all this to you.
i-ra-dí-ú-ni-ku-nu-tí 10 ma-na áb-na-am ú-ba-am i ku-nu-ki-a,they carry a weight-stone of 10 minas <gap> under my seal.
a-na ša ki-ma i-a-tí en-nam-a-šur ù a-lá-hi-im qí-bi-ma um-ma ša-lim-a-šur i-na té-ga-ra-ma,"to my representatives, ennam-aššur and ali-ahum from šalim-aššur: i am staying in tegarama."
mì-ma a-na a-lim{ki} lá tù-šé-bi₄-lá,do not send any silver to the city.
i-na {d}utu-ši <gap> ṭup-pí ta-ša-me-a-ni a-lá-hu-um lu a-na hu-ra-ma lu a-na ku-ša-ra a-na ṣé-ri-a li-li-kam ù kù.babbar 1 ma-na a-na qá-tí-a,"on the day you hear my letter ali-ahum should come to meet me either in hurama or in kuššara, and he should bring every mina of silver that is at my disposal."
1 me-at 6.5 ma-na urudu ša en-um-a-šùr i li-bi₄,106 ½ minas of copper belonging to ennam-aššur is owed by the colony.
kà-ri-im ší-im urudu a-nim i-na kù.babbar ša wa-bar-tim ša ša-lá-tù-ar ki-ma en-um-a-šùr ku-da-tum i-lá-qé,kudātum will receive the price of this copper in silver from the station at šalatuwar on behalf of ennam-aššur.
da-šùr áš-lu-uṭ ší-tí hu-sà-ri-im i li-bi šu-ištar a-hu-ur,the rest of the lapis lazuli remains in šu-ištar's possession.
i-dí-in itu.kam ma-hu-ur-dingir li-mu-um,"month iv, eponymy of aššur-imittī."
a-na a-la-hi-im dumu šál-ma-a-šur a-ni-na dumu puzur₄-a-na ú a-šur-ma-lik dumu a-lá-hi-im kišib,"to ali-ahum son of šalim-aššur, annina son of puzur-anna and aššur-malik son of ali-ahum; seal of zukuwa."
zu-ku-a a-hu-ú-a a-tù-nu a-na a-wa-at ṭup-pí-im ih-da,"my dear brothers, pay attention to the words of the letter!"
i-ša-qal iš-tù ha-mu-uš-tim ša bu-zu-ta-a ù a-šùr-i-mì-tí itu.kam té-i-na-tim li-mu-um {d}iškur-ba-ni,"reckoned from the week-eponymy of buzutaya and aššur-imittī, month x, eponymy-year of adad-bāni."
tù-ra-a en-na-sú-in ú mu-ti-a-šùr a-wi-lu a-ni-ú-tum da-a-nu,"tūraya, ennam-suen and muti-aššur, these men acted as judges."
a-na a-lá-hi-im qí-bi-ma um-ma i-ku-pí-a ú zu-ku-a 1 gú,"to ali-ahum from ikūn-pīya and zukuwa: they brought your tin, 1 talent 30 minas."
30 ma-na an.na-kà ub-lu-ni ú-sà-ni-iq-šu-ma,we checked it and 0.5 mina was missing.
ha-nu ub-lam ú a-na a-lá-ni,hanu will bring you the proceeds from them.
ú-šé-ṣí-šu-nu ší-im-šu-nu ha-nu ub-ba-lá-kum i-na ša ṭup-pí-šu ša šu-ki-tim 4 ma-na kù.babbar nu-ša-áš-qí-il₅,we made šukkutum pay 4 minas of silver out of what was in his tablet; šu-hubur brings it to you under his seal.
ku-nu-ki-šu šu-hu-bur-ma na-áš-a-kum gán-lam₅ a-šu-mì šu-ki-tim-ma,it passes overland in the name of šukkutum as well.
e-tí-iq ší-tí kù.babbar-pí-kà ša li-bi šu-ki-tim nu-ša-áš-qá-al-šu-ma iš-tí ší-im pí-ri-kà-ni-kà nu-šé-ba-lá-kum a-na a-lá-hi-im qí-bi-ma,we shall make šukkutum pay the rest of your silver owed by him and send it to you with the proceeds from your pirikannus.
um-ma zu-ku-a-ma mì-šu ša a-dí 5 ha-am-ší-šu áš-pu-ra-ni-ma úz-ni lá ta-pá-tí,to ali-ahum from zukuwa: why is it that i have written five times but you do not inform me?
a-hi a-ta úz-ni,"my dear brother, inform me!"
pè-té kù.babbar ša i-dí-a-šur ha-bu-lá-ni ša-qí-il₅ lá ša-qí-il₅ tí-ir-ta-kà,send me word whether the silver owed by iddin-aššur has been paid or not.
a-na e-lá-ma qí-bi-ma um-ma a-hu-wa-qar-ma ta-áš-pu-ra-am um-ma a-ta-ma ṭup-pu-um i-hu-lá-pí-im lá-wi pá-nu-šu kišib a-lá-hi-im a-na,"say to elamma, thus ahu-waqar: you wrote me as follows: '(there is) a tablet wrapped in a rag, on the face of which is written: 'seal of ali-ahum to hinnāya and elamma'."
hi-na-a ú e-lá-ma lá-pí-it i li-bi₄,"we looked for it among the tablets of aššur-ṭāb, but it is not there."
ṭup-pé ša a-šur-du₁₀,we have now sent a letter to aššur-ṭāb.
né-mu-ur-ma lá-šu a-na a-šur-du₁₀ ni-iš-tap-ra-am té-er-tù-šu li-tù-ra-am-ma a-šar,when his message (telling) where it has been placed comes back we will send it to you.
10 ma-na kù.babbar ṣa-ru-pu-um ni-is-ha-sú diri ša-du-a-sú ša-bu a-na hu-bu-li-a ša é a-bi-a ú-bi₄-il₅ a-ha-ma,"i brought 10 minas of refined silver, its import duty added, its transport tariff paid for, for my debt to my father's house."
šé-bi-lá-nim a-lá-ku-nu lá tù-qá-a gi-mì-lam,do not wait until you leave (yourself).
um-ma pá-ru-ur-tum-ma a-na i-dí-a-bi-im qí-bi-ma a-ha-at,from parrurtum to iddin-abum: your father's sister is dead.
a-bi-kà me-ta-at um-ma a-hu-ni-ma,our brothers say: there is no heir.
37 ku-ta-nu qá-du-um ta-ad-mì-iq-tim ša šu-ištar 2 túg ni-is-ha-tum 3 gín kù.babbar 3 túg a ší-mì-im,"37 -textiles, including (those) as free loan, belonging to šu-ištar, 2 textiles import-tax, 3 shekels of silver (balanced), 3 textiles for pre-emption."
ší-tí túg-tí-šu 32 túg,the rest of his textiles: 32 textiles.
3 gín kù.babbar i-na hu-lu-qá-e ik-šu-da-šu,his share in the losses amounted to 3 shekels of silver.
ša tù-šé-bi₄-lá-ni-ni ṭup-pu-šu ha-ar-ma-am ša hu-bu-li-šu šu-nu-nu na-áš-a-ku-nu-tí a-hu-a a-tù-nu a-ma-kam ih-da-ma ší-im ṣú-ba-tí-a,"my dear brothers, take care there to have šalim-wardī and šu-nūnu credit you with the proceeds from my previous shipment of textiles and tin."
ú an.na-ki-a pá-ni-im ša-lim-ar-dí ù šu-nu-nu lu-ba-li-ṭù-ni-ku-nu-tí-ma urudu,"then seal the copper with your own seals, and send it to me as soon as possible."
i-na ku-nu-ki-ku-nu ku-un-kà-ma ki a-li-ki pá-ni-e-ma šé-bi-lá-nim ù e-wa-ri-mu-ša ṭù-ur-da-nim <gap>-tí-a bé-lu-a a-tù-nu gi-im-lá-ni-ma ih-da ú a-na-ku a-we-el gi-mì-lam 25 túg,"also, send me ewarimuša. <gap> my dear lords do me a favour, and take care, for i too am a man of favours. 25 -textiles, <gap> minas of tin, 15 shekels of silver <gap> šu-nūnu and ewarimuša <gap> will lead to you."
ku-ta-ni <gap> ma-na,"urgent, keep an eye on my servants."
a-pu-tum e-ku-nu i-ṣé-er ṣú-ha-ri-a,and why is it that you sent šu-nūnu here?
zu-ur-zu 1 ma-at-li-iš-hu-um 2 eb-le sí-kà-tim 1 ma-as-ra-dum 1 nu-hu-um ša ì.giš ù pá-at-ru-um mì-ma a-nim ki hu-hu-<gap> zu-ur-zu 1 ma-at-li-iš-hu-um 1 ma-as-ra-dum ki puzur₄-a-na,"pouches, 1 packing-rack, 2 ropes with pegs, 1 packsaddle, 1 skin container with oil and 1 dagger - all this is with huhu <gap> pouches, 1 packing-rack, 1 saddlecloth, with puzur-anna"
a-na a-lá-hi-im qí-bi-ma um-ma zu-ku-a-ma 12 ma-na kù.babbar i-dí-a-šur ha-bu-lam ṭup-pu-šu,to ali-ahum from zukuwa: iddin-aššur owes me 12 minas of silver; i left the certified tablet with you.
ha-ar-ma-am e-zi-ba-ku-nu-tí iš-tù ú-mu-šu im-lu-ú-ni i-na ma-ah-ri-a 22,after his loan came due his terms have become overdue for me by 22 weeks.
tí-ir-ta-ku-nu a-na wa-ah-šu-ša-na li-li-kam šu-ma kù.babbar ú ṣí-ba-sú i-ší-qí-il₅ ma-lá,"if the silver and its interest has been paid, inform me about how much silver has been paid."
kù.babbar i-ší-iq-lu úz-ni pé-té ṭup-pí ša nu-a-e ša e-lá-nu e-zi-bu,"as to the tablets concerning anatolians that i left as well, take care to have the silver paid."
i-hi-id-ma kù.babbar ša-áš-qí-il₅ a-du-um puzur₄-a-šur tí-ir-tí i-lá-ak-šu-um,"with respect to puzur-aššur, my instructions will go to him."
urudu ma-lá e-pu-šu-ni iš-tí-a-ma a-na pu-ru-uš-ha-dim ú-šé-ra-áb-šu,what copper i shall make i shall bring into purušhaddum with me.
šu-ma puzur₄-a-šur mì-ma iš-pu-ra-kum na-pá-al-tù-šu šu-up-ra-ma úz-ni pé-té,"if puzur-aššur has written anything to you, send me his answer to inform me."
ú šu-ma a-na anše iš-tap-ra-kum e-ma-ri ú <gap>,"also, if he has written to you about donkeys, send him donkeys and <gap>!"
šé-bi-il₅-šu-um a-hi a-ta a-na tí-ir-tí-a,"my dear brother, pay attention to my instructions."
i-hi-id ṭup-pá-am ma-tí-ma lá tù-šé-ba-al,do not ever send the tablet.
um-ma a-ta-ta šu-a-nu-um da-na-a ù la-ma-sí-ma a-na a-lá-hi-im qí-bi-ma a-na ma-la tí-ir-tí-kà ṭup-pá-am ša a-lim{ki},"from atata, šu-anum, dannaya and lamassī to ali-ahum: in accordance with your instructions we got a tablet of the city for you; also, we hired an attorney for you."
ni-il₅-qé-a-ku-um ù ra-bi-ṣa-am ni-hu-za-ku-um i-na dí-in a-lim{ki} ṭup-pá-am ša a-na ì-lí-a dumu e-lá-lí pá-aq-du a-na ra-bi-ṣí-im ú-šu-ru-ma kù.babbar ša,"following the verdict of the city they must release the tablet that was entrusted to iliya son of elāli to the attorney, and the silver from the tablet the attorney <gap> he who pays must assist the attorney."
ra-bi₄-ṣí-im i-zi-iz-ma kù.babbar ša li-bi₄ a-hi-kà,come here yourselves and discuss about the testament concerning you.
ša-áš-qí-la-šu-ma kù.babbar,ababa is our attorney.
ku-un-kà-ma <gap> a-na ra-bi-ṣí-im,his wages were 0.6666 mina 8 shekels of silver.
dí-na-ma lu-ub-lam a-tù-nu al-kà-nim-ma a-na,damiq-pī-aššur gave him 0.3333 mina 8 shekels of silver.
ší-ma-tí-ku-nu a-ta-wa a-ba-ba,give him 0.3333 mina of silver there.
ra-bi₄-iṣ-ni 0.6666 ma-na 8 gín,travel expenses and <gap> - give him 8 shekels of silver.
kišib {d}iškur-pí-la-ah dumu a-ni-nim kišib a-šur-lá-ma-sí dumu la-qé-eb kišib,"seal of adad-pilah, son of anīnum, seal of aššur-lamassī, son of lā-qēp, seal of nazi, son of puzur-banini. 3 minas of refined silver aššur-lamassī, son of lā-qēp, owes to elamma."
3 ma-na kù.babbar ṣa-ru-pá-am i-ṣé-er,"if he does not pay when his term is up, he will add as interest 1.5 shekel per mina per month."
a-šur-lá-ma-sí dumu la-qé-ep e-lá-ma i-šu iš-tù,"month i, eponymy of the successor of šu-hubur. 8 minas of refined silver šuli, son of puzur-abeh, owes to elamma."
ha-muš-tim ša e-lá-ma,he will add as interest 1.5 shekel per mina per month.
ṣí-ib-tám i-na itu.kam-im,he will pay within 8 weeks from the week of ānah-ilī.
a-na 1 ma-na-im ú-ṣa-áb li-mu-um ša qá-té ba-zi-a,if he does not pay he will add interest per mina in conformity with the rule of the colony. (another tablet) apart from this tablet that turns up is invalid.
dumu šé-ep-a-lim kišib dingir-ba-ni dumu ib-ni-lí kišib a-šur-ma-lik,"seal of zuba, son of aššur-rē'ī, seal of šu-ištar, son of sūaya, seal of balṭu-šar, son of sukuhum. 0.5 mina of refined silver balṭu-šar owes to elamma."
gú 32 ma-na urudu ha-bu-ra-ta-am i-ṣé-er i-dí-a-šur dumu puzur₄-a-be-eh,"seal of iddin-suen, son of itūr-ilī, seal of nāb-suen, son of abī-ilī, seal of idnāya, son of kutaya. 12 shekels of refined silver iddin-suen, son of itūr-ilī, owes to aššur-ṭāb."
e-lá-ma i-šu iš-tù ha-muš-tim,"from the week of pūšu-kēn and ennum-bēlum, month iv, eponymy of aššur-idī."
ša a-šur-re-ṣí a-na 14 ha-am-ša-tim i-ša-qal šu-ma lá iš-qúl ki-ma a-wa-at kà-ri-im ṣí-ib-t,"seal of aššur-šamšī, son of ilī-tūram, that ištar-ilšu, son of azuzaya, owes 45 shekels of refined silver to aššur-ṭāb. <from> the eponymy of ali-ahum he will add 1.5 shekel per (mina, per month) as interest."
a-na a-šur-re-ṣí en-um-a-šur da-dí-a ú a-ta-a qí-bi₄-ma um-ma e-la-ma-ma um-ma a-tù-nu-ma 17 ma-na urudu i ší-im qá-qí-ri ša é nu-ri-i-li ki a-šur-re-ṣí a-hu-ur 8 ma-na urudu,"say to aššur-rēṣī, ennam-aššur, dadiya and ataya, thus elamma: youplur said: '17 minas of copper from the price for a house-plot of nūr-ilī is still due from aššur-rēṣī. 8 minas of copper belonging to ilī-bāni, son of ibni-ilī, is due from ataya'."
ša dingir-ba-ni dumu ib-ni-lí ki a-ta-a urudu ma-lá i-na li-bi₄-šu-nu i-ba-ší-ú,settle accounts for all the copper they still owe and collect it and add it to that derived from the gold.
šé-ṣí-a-ma li-qí-a ú a-ṣé-er ša kù.gi ṭí-ih-a-ma ú šu-ma i-na ba-áb-tí-a,"moreover, if you have collected anything of my outstanding claims, buy for itiles and send them to me."
kišib lá-qé-pì-im dumu i-zi-za-am-dingir,"seal of la-qēpum, son of izzizam-ilī."
